file,line_at_b8e036a8,test_or_gate,declared_purpose,audit_scope
tests/test_rank_truncate_capacity_gate.py,145,test_the_shared_error_refuses_an_unknown_channel,"A new channel must add its own escape advice, not inherit charge's.",census only; classification in gate_blindness.md
tests/test_sanity_gates_jax.py,83,test_device_check_finite_clean,,census only; classification in gate_blindness.md
tests/test_sanity_gates_jax.py,90,test_device_check_finite_catches_nan,,census only; classification in gate_blindness.md
tests/test_sanity_gates_jax.py,99,test_device_check_finite_complex_imag_nan,``inf`` / ``nan`` hiding in the imaginary part must be caught.,census only; classification in gate_blindness.md
tests/test_sanity_gates_jax.py,107,test_device_check_finite_on_sharded_array,"The reduction must be global, not per-shard.",census only; classification in gate_blindness.md
tests/test_sanity_gates_jax.py,131,test_device_check_hermitian,,census only; classification in gate_blindness.md
tests/test_sanity_gates_jax.py,142,test_device_gate_cost_is_one_fetch,"Sanity: the reduction returns scalars, not the array (cheapness gate).",census only; classification in gate_blindness.md
tests/test_sanity_gates_jax.py,150,test_fresh_equal_named_sharding_hits_the_finite_kernel_cache,NamedSharding identity churn must not multiply sanity kernels.,census only; classification in gate_blindness.md
tests/test_sanity_gates_jax.py,166,test_off_switch_skips_device_work,,census only; classification in gate_blindness.md
tests/test_sanity_gates_jax.py,239,test_zeta_basis_guard_sees_gflat_dataset,The regression this fixes: the old guard probed the wrong dataset.,census only; classification in gate_blindness.md
tests/test_sanity_gates_jax.py,263,test_zeta_basis_guard_catches_wrong_fft_grid,,census only; classification in gate_blindness.md
tests/test_sanity_gates_jax.py,278,test_zeta_basis_guard_warns_on_incomplete,,census only; classification in gate_blindness.md
tests/test_sanity_gates_jax.py,288,test_zeta_loader_refuses_incomplete_file,A ζ from a crashed fit must not open for reading.,census only; classification in gate_blindness.md
tests/test_sanity_gates_jax.py,302,test_zeta_loader_override_env,,census only; classification in gate_blindness.md
tests/test_sanity_gates_jax.py,318,test_zeta_loader_accepts_complete_file,,census only; classification in gate_blindness.md
tests/test_sanity_gates_jax.py,331,test_implied_vxc_window_is_sourced_from_gw_output,"With the driver importable, the writer must adopt ITS window.",census only; classification in gate_blindness.md
tests/test_sanity_gates_jax.py,350,test_kin_ion_cli_has_no_hartree_mode_flags,kin_ion writes only the pristine one-body operator.,census only; classification in gate_blindness.md
tests/test_sanity_gates_jax.py,363,test_kin_ion_io_catches_a_BROKEN_multiprocess_launch,The generator now distributes — but a *failed* distributed init,census only; classification in gate_blindness.md
tests/test_sanity_gates_jax.py,402,test_rho_work_items_cover_every_band_exactly_once,"The ρ partition must be a partition — no band counted twice, none",census only; classification in gate_blindness.md
tests/test_sanity_gates_jax.py,420,test_rho_work_items_are_the_serial_sweep_when_P_le_nk,THE BIT-PARITY PRECONDITION.,census only; classification in gate_blindness.md
tests/test_sanity_gates_jax.py,437,test_rho_work_items_balance_within_one_item,"Round-robin, not contiguous blocks: nk=9 at P=4 must be 3/2/2/2,",census only; classification in gate_blindness.md
tests/test_sanity_gates_jax.py,447,test_valence_density_nocc_none_matches_the_sliced_form,"``nocc=None`` is a slicing convention, not a second quadrature.",census only; classification in gate_blindness.md
tests/test_sanity_gates_jax.py,467,test_fractional_weights_apply_identically_to_charge_and_dirac_current,One signed f_nk operand weights rho and every J=psi^dag alpha psi.,census only; classification in gate_blindness.md
tests/test_sanity_gates_jax.py,488,test_pauli_reference_removes_only_small_component_charge,"The comparison changes j0/electron count, never raw4 spatial J.",census only; classification in gate_blindness.md
tests/test_sanity_gates_jax.py,519,test_collective_helpers_are_the_identity_at_P1,P=1 must not go anywhere near a collective — that is what makes,census only; classification in gate_blindness.md
tests/test_sanity_gates_jax.py,545,test_hartree_mesh_resolution_is_square_and_covers_every_device,,census only; classification in gate_blindness.md
tests/test_sanity_gates_jax.py,557,test_rotated_density_load_reduces_to_the_plain_load_at_U_identity,The QSGW density seam must be a no-op at U = 1.,census only; classification in gate_blindness.md
tests/test_sanity_gates_jax.py,603,test_process_local_load_matches_the_legacy_wrapper,``load_kpoint_fftbox`` must keep its values while gaining a,census only; classification in gate_blindness.md
tests/test_sanity_gates_jax.py,641,test_barrier_single_process_is_noop,,census only; classification in gate_blindness.md
tests/test_sanity_gates_jax.py,650,test_failfast_hook_not_installed_single_process,The hook must stay OFF in single-process runs (normal tracebacks).,census only; classification in gate_blindness.md
tests/test_sanity_gates_jax.py,682,test_failfast_hook_respects_optout,,census only; classification in gate_blindness.md
tests/test_sanity_gates_jax.py,730,test_check_hermitian_sharded_no_full_gather,"The hermiticity gate must never materialise a replicated (n, n) tile.",census only; classification in gate_blindness.md
tests/test_sc_band_window.py,76,test_psi_sphere_reads_the_global_sigma_window,"b0 != 0: the read must start at b0, not at 0.",census only; classification in gate_blindness.md
tests/test_sc_band_window.py,86,test_psi_sphere_is_unchanged_at_b0_zero,The production decks in use have b0 = 0; that path must not move.,census only; classification in gate_blindness.md
tests/test_sc_band_window.py,95,test_psi_sphere_cache_key_separates_equal_width_windows,Two windows of the same width at different b0 are different psi.,census only; classification in gate_blindness.md
tests/test_sc_band_window.py,108,test_psi_sphere_reuses_the_loader_owned_device_index,Both SC consumers receive the canonical resident box-index buffer.,census only; classification in gate_blindness.md
tests/test_sc_band_window.py,119,test_psi_sphere_refuses_a_width_that_disagrees_with_the_carry,"The b0-relative vs global mismatch itself, caught before the read.",census only; classification in gate_blindness.md
tests/test_sc_band_window.py,129,test_run_sc_driver_refuses_b0_nonzero,"The occupancy assumption, refused rather than silently applied.",census only; classification in gate_blindness.md
tests/test_sc_four_current_hartree.py,60,test_qsgw_four_current_matches_the_shared_per_k_kernel,Finite signed occupations weight rho and J identically in both plans.,census only; classification in gate_blindness.md
tests/test_sc_four_current_hartree.py,87,test_equal_occupation_unitary_preserves_the_whole_four_current,A degenerate occupied gauge rotates neither charge nor spatial J.,census only; classification in gate_blindness.md
tests/test_sc_four_current_hartree.py,108,test_complex_nontrivial_rotation_matches_explicit_orbitals,The inline scan rotation matches the column-convention reference.,census only; classification in gate_blindness.md
tests/test_sc_four_current_hartree.py,129,test_packed_four_current_matrix_sweep_matches_two_independent_sweeps,Packing shares FFT/reshard work without changing either component.,census only; classification in gate_blindness.md
tests/test_sc_four_current_hartree.py,170,test_exact_hartree_basis_rotation_retains_two_axis_band_sharding,The gspace replacement must not replicate while rotating into QP.,census only; classification in gate_blindness.md
tests/test_sc_four_current_hartree.py,191,test_density_sc_suppresses_both_frozen_direct_components,The caller-owned four-current cannot coexist with frozen H_T.,census only; classification in gate_blindness.md
tests/test_sc_four_current_hartree.py,222,test_live_hartree_addition_is_fused_and_donates_the_dead_base,SC must not retain or materialise V_H+H_T before H assembly.,census only; classification in gate_blindness.md
tests/test_sc_four_current_hartree.py,236,test_hartree_omission_receipt_restores_full_output_matrices,The compact internal sentinel cannot masquerade as a final field.,census only; classification in gate_blindness.md
tests/test_sc_four_current_hartree.py,258,test_live_hartree_is_carried_to_both_final_output_seams,The final SigmaResult and sigma_mnk writer both receive the live field.,census only; classification in gate_blindness.md
tests/test_sc_four_current_hartree.py,269,test_sc_density_applies_rotation_inside_the_scan,SC must not materialise a full resident QP-wavefunction array.,census only; classification in gate_blindness.md
tests/test_sc_four_current_hartree.py,292,test_density_scan_reshards_only_the_singleton_k_slice,Resident psi stays band-xy; only psi[k] is placed m-on-x.,census only; classification in gate_blindness.md
tests/test_sc_four_current_hartree.py,339,test_live_gspace_hartree_cannot_cross_the_host_gather_boundary,The sole GW caller requests a sharded device result.,census only; classification in gate_blindness.md
tests/test_sc_four_current_hartree.py,357,test_reduced_current_requires_the_typed_vector_action,Scalar FFT pullbacks cannot substitute for the polar current action.,census only; classification in gate_blindness.md
tests/test_sc_kset_tables.py,29,test_every_band_indexed_sigma_field_declares_its_k_axis,,census only; classification in gate_blindness.md
tests/test_sc_kset_tables.py,36,test_sc_output_seam_selects_every_retained_sigma_table,A Si-4x4x4-sized nontrivial star map leaves no full-BZ table.,census only; classification in gate_blindness.md
tests/test_sc_kset_tables.py,126,test_terminal_h5_boundary_stamps_preselected_rows_without_reselecting,,census only; classification in gate_blindness.md
tests/test_sc_kset_tables.py,150,test_retained_sigma_tables_have_no_second_select_or_broadcast,Bounded source guard: only the named SC output seam owns selection.,census only; classification in gate_blindness.md
tests/test_scalar_gw_factors.py,43,test_w_solve_pref_scalar_pins_all_three_spin_structures,The nspinor=2 value is pinned FIRST and exactly: it is the,census only; classification in gate_blindness.md
tests/test_scalar_gw_factors.py,71,test_live_gspace_density_carries_scalar_spin_degeneracy,The sole Hartree density quadrature applies the scalar factor once.,census only; classification in gate_blindness.md
tests/test_scalar_gw_factors.py,85,test_cohsex_has_no_second_hartree_density_owner,,census only; classification in gate_blindness.md
tests/test_scalar_gw_factors.py,92,test_live_hartree_derives_f_spin_at_the_density_owner,Pin the production call chain from exact Hartree to the quadrature.,census only; classification in gate_blindness.md
tests/test_scalar_gw_factors.py,105,test_spin_capacity_refuses_an_undeclared_spin_structure,"The canonical helper getattr-defaults a missing attr to 1, i.e. an",census only; classification in gate_blindness.md
tests/test_scalar_gw_factors.py,132,test_fixed_n_window_check_accepts_a_scalar_deck,``occupation_state.n_electrons`` is capacity-weighted (2 e⁻ per,census only; classification in gate_blindness.md
tests/test_scalar_gw_factors.py,149,test_fixed_n_window_check_red_twins,,census only; classification in gate_blindness.md
tests/test_scalar_gw_factors.py,189,test_kin_ion_validator_refuses_a_spin_structure_mismatch,gw.kin_ion_io stamps the source WFN's nspinor (kin_ion_io.py:1464);,census only; classification in gate_blindness.md
